指标编号,指标名,event_date,App版本,渠道,新老用户,付费状态,来源入口,unlock_type,apply_currency_type,指标值,分子,分母,状态,备注
7,点击率 CTR,2026-06-05,2.0.05,getit,Old User,Non-paid,getit,,,0.2,1.0,5,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-05,2.0.05,google,Old User,Non-paid,google,,,0.0,0.0,2,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-05,2.0.05,google,Old User,Paid,google,,,0.0,0.0,1,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-05,2.0.05,google-play,Old User,Non-paid,google-play,,,0.25,3.0,12,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-05,2.0.05,google-play,Old User,Paid,google-play,,,0.0,0.0,1,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-05,2.0.06,(direct),Old User,Non-paid,(direct),,,0.1625,13.0,80,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-05,2.0.06,(direct),Old User,Paid,(direct),,,0.7,7.0,10,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-05,2.0.06,AppReferral,Old User,Non-paid,AppReferral,,,0.1667,1.0,6,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-05,2.0.06,apps.facebook.com,Old User,Non-paid,apps.facebook.com,,,0.0667,1.0,15,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-05,2.0.06,apps.facebook.com,Old User,Paid,apps.facebook.com,,,0.0,0.0,1,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-05,2.0.06,apps.instagram.com,Old User,Non-paid,apps.instagram.com,,,0.0,0.0,4,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-05,2.0.06,frog,Old User,Non-paid,frog,,,0.3333,1.0,3,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-05,2.0.06,frog,Old User,Paid,frog,,,1.0,1.0,1,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-05,2.0.06,getit,Old User,Non-paid,getit,,,0.0,0.0,5,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-05,2.0.06,google,Old User,Non-paid,google,,,0.0,0.0,5,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-05,2.0.06,google-play,Old User,Non-paid,google-play,,,0.1731,9.0,52,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-05,2.0.06,google-play,Old User,Paid,google-play,,,0.4,2.0,5,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-06,1.9.66,(direct),Old User,Non-paid,(direct),,,0.0,0.0,4,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-06,1.9.67,(direct),Old User,Non-paid,(direct),,,0.0,0.0,1,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-06,1.9.70,(direct),Old User,Non-paid,(direct),,,0.0,0.0,2,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-06,1.9.72,(direct),Old User,Non-paid,(direct),,,0.0,0.0,1,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-06,1.9.73,(direct),Old User,Non-paid,(direct),,,0.25,1.0,4,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-06,1.9.74,(direct),Old User,Non-paid,(direct),,,0.0,0.0,5,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-06,1.9.75,(direct),Old User,Non-paid,(direct),,,0.0769,3.0,39,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-06,1.9.75,(direct),Old User,Paid,(direct),,,0.0,0.0,3,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-06,1.9.75,getit,Old User,Non-paid,getit,,,0.0,0.0,1,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-06,1.9.76,(direct),Old User,Non-paid,(direct),,,0.0667,2.0,30,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-06,1.9.76,(direct),Old User,Paid,(direct),,,0.0,0.0,1,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-06,1.9.88,AppReferral,Old User,Non-paid,AppReferral,,,0.0,0.0,1,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-06,1.9.89,(direct),Old User,Non-paid,(direct),,,0.5,1.0,2,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-06,1.9.90,(direct),Old User,Non-paid,(direct),,,0.0,0.0,3,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-06,1.9.91,(direct),Old User,Non-paid,(direct),,,0.0,0.0,2,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-06,1.9.91,google-play,Old User,Non-paid,google-play,,,0.0,0.0,1,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-06,1.9.92,(direct),Old User,Non-paid,(direct),,,1.0,2.0,2,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-06,1.9.92,frog,Old User,Non-paid,frog,,,0.0,0.0,2,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-06,1.9.93,(direct),Old User,Non-paid,(direct),,,0.0,0.0,3,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-06,1.9.96,(direct),Old User,Non-paid,(direct),,,0.0,0.0,1,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-06,1.9.97,(direct),Old User,Non-paid,(direct),,,0.5,1.0,2,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-06,1.9.97,frog,Old User,Non-paid,frog,,,0.0,0.0,2,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-06,1.9.99,(direct),Old User,Non-paid,(direct),,,0.0,0.0,1,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-06,1.9.99,frog,Old User,Non-paid,frog,,,0.0,0.0,1,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-06,1.9.99,google-play,Old User,Non-paid,google-play,,,0.0,0.0,1,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-06,2.0.00,(direct),Old User,Non-paid,(direct),,,0.0,0.0,1,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-06,2.0.01,(direct),Old User,Non-paid,(direct),,,0.125,2.0,16,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-06,2.0.01,frog,Old User,Non-paid,frog,,,0.0,0.0,1,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-06,2.0.01,google-play,Old User,Non-paid,google-play,,,0.0,0.0,2,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-06,2.0.02,(direct),Old User,Non-paid,(direct),,,0.1333,2.0,15,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-06,2.0.02,(direct),Old User,Paid,(direct),,,0.5,1.0,2,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-06,2.0.02,frog,Old User,Non-paid,frog,,,0.0,0.0,1,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-06,2.0.02,getit,Old User,Non-paid,getit,,,0.0,0.0,1,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-06,2.0.02,google-play,Old User,Non-paid,google-play,,,0.2,1.0,5,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-06,2.0.03,(direct),Old User,Non-paid,(direct),,,0.1053,2.0,19,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-06,2.0.03,(direct),Old User,Paid,(direct),,,0.0,0.0,1,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-06,2.0.03,AppReferral,Old User,Non-paid,AppReferral,,,0.0,0.0,1,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-06,2.0.03,google-play,Old User,Non-paid,google-play,,,0.1429,1.0,7,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-06,2.0.03,google-play,Old User,Paid,google-play,,,0.5,1.0,2,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-06,2.0.04,google-play,Old User,Non-paid,google-play,,,0.0,0.0,1,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-06,2.0.05,(direct),Old User,Non-paid,(direct),,,0.087,2.0,23,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-06,2.0.05,frog,Old User,Non-paid,frog,,,0.3333,1.0,3,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-06,2.0.05,google,Old User,Non-paid,google,,,0.0,0.0,1,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-06,2.0.05,google-play,Old User,Non-paid,google-play,,,0.1667,1.0,6,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-06,2.0.06,(direct),Old User,Non-paid,(direct),,,0.1236,11.0,89,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-06,2.0.06,(direct),Old User,Paid,(direct),,,0.2727,3.0,11,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-06,2.0.06,AppReferral,Old User,Non-paid,AppReferral,,,0.1667,1.0,6,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-06,2.0.06,apps.facebook.com,Old User,Non-paid,apps.facebook.com,,,0.1111,1.0,9,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-06,2.0.06,apps.facebook.com,Old User,Paid,apps.facebook.com,,,0.0,0.0,1,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-06,2.0.06,apps.instagram.com,Old User,Non-paid,apps.instagram.com,,,0.1429,1.0,7,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-06,2.0.06,frog,Old User,Non-paid,frog,,,0.0,0.0,8,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-06,2.0.06,frog,Old User,Paid,frog,,,0.5,1.0,2,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-06,2.0.06,getit,Old User,Non-paid,getit,,,0.0,0.0,4,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-06,2.0.06,getit,Old User,Paid,getit,,,1.0,1.0,1,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-06,2.0.06,google,Old User,Non-paid,google,,,0.3333,2.0,6,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-06,2.0.06,google-play,Old User,Non-paid,google-play,,,0.098,5.0,51,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-06,2.0.06,google-play,Old User,Paid,google-play,,,0.5,1.0,2,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-07,1.9.66,(direct),Old User,Non-paid,(direct),,,0.0,0.0,2,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-07,1.9.67,(direct),Old User,Non-paid,(direct),,,0.0,0.0,1,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-07,1.9.70,(direct),Old User,Non-paid,(direct),,,0.0,0.0,3,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-07,1.9.71,(direct),Old User,Non-paid,(direct),,,0.0,0.0,2,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
